"Risk_ID,Risk_Title,Risk_Description,Risk_Category,Sub_Category,Sector,Department_Unit,Project_Name,Project_Code,Project_Phase,Process_Group,Risk_Owner,Stakeholder_Group,Date_Identified,Probability_Rating,Impact_Rating,Risk_Score,Qualitative_Notes,Quantitative_Notes,Mitigation_Strategy,Contingency_Plan,Risk_Status,Review_Date,Monitoring_Method,Control_Method,Documentation_Link,Lessons_Learned,Source_Type,Data_Quality_Flag,RMS_Step_Primary,RMS_Step_Identification,RMS_Step_Analysis_Qualitative,RMS_Step_Analysis_Quantitative,RMS_Step_Response_Planning,RMS_Step_Monitoring,RMS_Step_Controlling,RMS_Step_Documentation"
"CS155,Unsecured Dev CI Job Notification Channel Logging Format,Logging format lacks standardization,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelLogFormat Program,CNCLF-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Logs inconsistent and hard to parse,Delayed incident analysis,Standardize log format and validate entries,Update logging templates and notify team,Open,2025-10-01,Log Files,Logging Format Policy,https://cinotifychannellogformat/docs/cs155,Audit log formats monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS156,Unsecured Dev CI Job Notification Channel Routing Logic,Routing logic lacks validation checks,Cybersecurity,Communication Security,Technology,Engineering,CINotifyChannelRoutingLogic Program,CNCRL-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Alerts routed incorrectly due to logic errors,Missed incidents and confusion,Validate routing logic and configure fallback paths,Update routing rules and notify team,Open,2025-10-01,Routing Logs,Routing Logic Policy,https://cinotifychannelroutinglogic/docs/cs156,Audit routing logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS157,Unsecured Dev CI Job Notification Channel Escalation Logic,Escalation logic not enforced,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelEscalationLogic Program,CNCEL-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Critical alerts not escalated properly,Delayed resolution and confusion,Configure escalation logic and test workflows,Update escalation matrix and notify team,Open,2025-10-01,Escalation Logs,Escalation Logic Policy,https://cinotifychannelscalationlogic/docs/cs157,Audit escalation logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS158,Unsecured Dev CI Job Notification Channel Delivery Monitoring,Delivery failures not tracked,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelDeliveryMonitoring Program,CNCDM-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Alerts fail silently,Missed incidents and delayed response,Monitor delivery status and configure retries,Fix endpoints and notify team,Open,2025-10-01,Delivery Logs,Delivery Monitoring Policy,https://cinotifychanneldeliverymonitoring/docs/cs158,Audit delivery success rates monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS159,Unsecured Dev CI Job Notification Channel Retry Logic,Retry logic not implemented,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelRetryLogic Program,CNCRL-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Failed alerts not retried,Missed incidents and delayed response,Configure retry logic and monitor delivery status,Test retry mechanism and notify team,Open,2025-10-01,Retry Logs,Retry Logic Policy,https://cinotifychannelretrylogic/docs/cs159,Audit retry success rates monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS160,Unsecured Dev CI Job Notification Channel Queue Access,Queue accessible without authentication,Cybersecurity,Application Security,Technology,Engineering,CINotifyChannelQueueAccess Program,CNCQA-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Notification queue exposed to public,Unauthorized message injection risk,Restrict queue access and enforce ACLs,Purge queue and rotate credentials,Open,2025-10-01,Queue Logs,Queue Access Policy,https://cinotifychannelqueueaccess/docs/cs160,Audit queue access monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS161,Unsecured Dev CI Job Notification Channel Storage Encryption,Storage lacks encryption for channel logs,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelStorageEncryption Program,CNCSE-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Logs stored in plaintext volumes,Exposure of sensitive alert history,Encrypt storage and enforce access policies,Re-encrypt and rotate credentials,Open,2025-10-01,Storage Logs,Encryption Policy,https://cinotifychannelstorageencryption/docs/cs161,Audit channel storage encryption monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS162,Unsecured Dev CI Job Notification Channel Archive Retention,Archived messages retained indefinitely,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelArchiveRetention Program,CNCAR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,No purge schedule for archived alerts,Storage and exposure risk,Enforce retention limits and automate purging,Purge outdated messages and notify team,Open,2025-10-01,Archive Logs,Retention Policy,https://cinotifychannelarchiveretention/docs/cs162,Review archive retention monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS163,Unsecured Dev CI Job Notification Channel Audit Trail Format,Audit logs lack standardization,Cybersecurity,Governance Risk,Technology,Engineering,CINotifyChannelAuditFormat Program,CNCAF-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Audit entries inconsistent and hard to parse,Delayed incident analysis,Standardize audit log format and validate entries,Update templates and notify team,Open,2025-10-01,Audit Logs,Audit Format Policy,https://cinotifychannelauditformat/docs/cs163,Audit audit log formats monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS164,Unsecured Dev CI Job Notification Channel Role Separation,No separation of duties in channel management,Cybersecurity,Identity & Access,Technology,Engineering,CINotifyChannelRoleSeparation Program,CNCRS-2025,Execution,Controlling,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Same user manages and approves alerts,No checks and balances,Implement role separation and approval workflows,Reassign roles and notify stakeholders,Open,2025-10-01,Access Logs,Role Separation Policy,https://cinotifychannelroleseparation/docs/cs164,Audit role assignments monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS165,Unsecured Dev CI Job Notification Channel Logging Retention,Logs retained beyond policy limits,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelLogRetention Program,CNCLR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Old logs contain sensitive data,Storage and exposure risk,Enforce retention limits and purge schedule,Purge outdated logs and notify team,Open,2025-10-01,Log Files,Retention Policy,https://cinotifychannellogretention/docs/cs165,Review log retention monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS166,Unsecured Dev CI Job Notification Channel Routing Validation,Routing logic lacks validation checks,Cybersecurity,Communication Security,Technology,Engineering,CINotifyChannelRoutingValidation Program,CNCRV-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Alerts routed incorrectly due to logic errors,Missed incidents and confusion,Validate routing logic and configure fallback paths,Update routing rules and notify team,Open,2025-10-01,Routing Logs,Routing Validation Policy,https://cinotifychannelroutingvalidation/docs/cs166,Audit routing logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS167,Unsecured Dev CI Job Notification Channel Escalation Validation,Escalation logic not tested,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelEscalationValidation Program,CNCEV-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Critical alerts not escalated properly,Delayed resolution and confusion,Test escalation logic and configure fallback paths,Update escalation matrix and notify team,Open,2025-10-01,Escalation Logs,Escalation Validation Policy,https://cinotifychannelscalationvalidation/docs/cs167,Audit escalation logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS168,Unsecured Dev CI Job Notification Channel Delivery Retry,Failed alerts not retried,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelDeliveryRetry Program,CNCDR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Retry logic missing for failed alerts,Missed incidents and delayed response,Configure retry logic and monitor delivery status,Test retry mechanism and notify team,Open,2025-10-01,Retry Logs,Retry Policy,https://cinotifychanneldeliveryretry/docs/cs168,Audit retry success rates monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS169,Unsecured Dev CI Job Notification Channel Queue Retention,Queue messages retained indefinitely,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueRetention Program,CNCQR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Old messages stored in queue,Storage and exposure risk,Enforce retention limits and purge schedule,Purge outdated messages and notify team,Open,2025-10-01,Queue Logs,Retention Policy,https://cinotifychannelqueueretention/docs/cs169,Review queue retention monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS170,Unsecured Dev CI Job Notification Channel Queue Encryption,Queue lacks encryption for messages,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelQueueEncryption Program,CNCQE-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Messages stored in plaintext in queue,Exposure of sensitive alert data,Encrypt queue contents and enforce access policies,Re-encrypt and rotate credentials,Open,2025-10-01,Queue Logs,Encryption Policy,https://cinotifychannelqueueencryption/docs/cs170,Audit queue encryption monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS171,Unsecured Dev CI Job Notification Channel Queue Logging,Queue activity not logged,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueLogging Program,CNCQL-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,No logs for queue operations,No traceability for alert delivery,Enable queue logging and retention,Configure logging and notify team,Open,2025-10-01,Queue Logs,Queue Logging Policy,https://cinotifychannelqueuelogging/docs/cs171,Audit queue logs monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS172,Unsecured Dev CI Job Notification Channel Queue Format,Queue messages lack standardization,Cybersecurity,Communication Security,Technology,Engineering,CINotifyChannelQueueFormat Program,CNCQF-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Inconsistent message formats in queue,Delayed processing and confusion,Standardize queue message format and validate entries,Update templates and notify team,Open,2025-10-01,Queue Logs,Queue Format Policy,https://cinotifychannelqueueformat/docs/cs172,Audit queue formats monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS173,Unsecured Dev CI Job Notification Channel Queue Routing,Routing logic misdirects queue messages,Cybersecurity,Communication Security,Technology,Engineering,CINotifyChannelQueueRouting Program,CNCQR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Messages sent to wrong queues,Delayed alert delivery,Validate routing logic and configure fallback paths,Update routing rules and notify team,Open,2025-10-01,Routing Logs,Routing Policy,https://cinotifychannelqueuerouting/docs/cs173,Audit routing logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS174,Unsecured Dev CI Job Notification Channel Queue Escalation,Escalation logic not enforced in queue,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueEscalation Program,CNCQE-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Critical alerts not escalated properly,Delayed resolution and confusion,Configure escalation logic and test workflows,Update escalation matrix and notify team,Open,2025-10-01,Escalation Logs,Escalation Policy,https://cinotifychannelqueueescalation/docs/cs174,Audit escalation logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS175,Unsecured Dev CI Job Notification Channel Queue Delivery,Delivery failures not monitored,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueDelivery Program,CNCQD-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Alerts fail to reach queue recipients,Missed incidents and delayed response,Monitor delivery status and configure retries,Fix endpoints and notify team,Open,2025-10-01,Delivery Logs,Delivery Policy,https://cinotifychannelqueuedelivery/docs/cs175,Audit delivery success rates monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS176,Unsecured Dev CI Job Notification Channel Queue Retry,Retry logic not implemented for queue alerts,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueRetry Program,CNCQR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Failed alerts not retried,Missed incidents and delayed response,Configure retry logic and monitor delivery status,Test retry mechanism and notify team,Open,2025-10-01,Retry Logs,Retry Policy,https://cinotifychannelqueueretry/docs/cs176,Audit retry success rates monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS177,Unsecured Dev CI Job Notification Channel Queue Encryption Keys,Keys stored in plaintext,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelQueueKeys Program,CNCQK-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Encryption keys found in queue configs,Unauthorized access risk,Use secret vaults and rotate keys,Remove keys and audit configs,Open,2025-10-01,Key Logs,Key Management Policy,https://cinotifychannelqueuekeys/docs/cs177,Audit key storage monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS178,Unsecured Dev CI Job Notification Channel Queue Archive,Archived queue messages lack retention policy,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueArchive Program,CNCQA-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Old messages retained indefinitely,Storage and exposure risk,Enforce retention limits and purge schedule,Purge outdated messages and notify team,Open,2025-10-01,Archive Logs,Retention Policy,https://cinotifychannelqueuearchive/docs/cs178,Review archive retention monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS179,Unsecured Dev CI Job Notification Channel Queue Audit Trail,No audit trail for queue message changes,Cybersecurity,Governance Risk,Technology,Engineering,CINotifyChannelQueueAuditTrail Program,CNCQAT-2025,Execution,Controlling,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Message edits not logged,No accountability for alert content,Enable audit logging and change tracking,Configure audit trail and notify team,Open,2025-10-01,Audit Logs,Audit Trail Policy,https://cinotifychannelqueueaudittrail/docs/cs179,Review audit trail monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS180,Unsecured Dev CI Job Notification Channel Queue Role Access,All users can modify queue roles,Cybersecurity,Identity & Access,Technology,Engineering,CINotifyChannelQueueRole Program,CNCQR-2025,Execution,Controlling,DevOps Lead,Engineering Team,2025-09-24,3,3,9,No role separation for queue management,Privilege escalation risk,Implement RBAC and restrict admin roles,Reassign roles and audit access,Open,2025-10-01,Access Logs,RBAC Policy,https://cinotifychannelqueuerole/docs/cs180,Audit queue roles monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS181,Unsecured Dev CI Job Notification Channel Queue Logging Format,Queue logs lack standardization,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueLogFormat Program,CNCQLF-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Logs inconsistent and hard to parse,Delayed incident analysis,Standardize log format and validate entries,Update templates and notify team,Open,2025-10-01,Log Files,Logging Format Policy,https://cinotifychannelqueuelogformat/docs/cs181,Audit log formats monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS182,Unsecured Dev CI Job Notification Channel Queue Routing Validation,Routing logic lacks validation checks,Cybersecurity,Communication Security,Technology,Engineering,CINotifyChannelQueueRoutingValidation Program,CNCQRV-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Messages routed incorrectly due to logic errors,Missed incidents and confusion,Validate routing logic and configure fallback paths,Update routing rules and notify team,Open,2025-10-01,Routing Logs,Routing Validation Policy,https://cinotifychannelqueueroutingvalidation/docs/cs182,Audit routing logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS183,Unsecured Dev CI Job Notification Channel Queue Escalation Validation,Escalation logic not tested,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueEscalationValidation Program,CNCQEV-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Critical alerts not escalated properly,Delayed resolution and confusion,Test escalation logic and configure fallback paths,Update escalation matrix and notify team,Open,2025-10-01,Escalation Logs,Escalation Validation Policy,https://cinotifychannelqueueescalationvalidation/docs/cs183,Audit escalation logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS184,Unsecured Dev CI Job Notification Channel Queue Delivery Retry,Failed alerts not retried,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueDeliveryRetry Program,CNCQDR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Retry logic missing for failed alerts,Missed incidents and delayed response,Configure retry logic and monitor delivery status,Test retry mechanism and notify team,Open,2025-10-01,Retry Logs,Retry Policy,https://cinotifychannelqueuedeliveryretry/docs/cs184,Audit retry success rates monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS185,Unsecured Dev CI Job Notification Channel Queue Encryption Validation,Encryption not validated for queue messages,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelQueueEncryptionValidation Program,CNCQEV-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Messages stored in plaintext in queue,Exposure of sensitive alert data,Validate encryption and enforce access policies,Re-encrypt and rotate credentials,Open,2025-10-01,Queue Logs,Encryption Validation Policy,https://cinotifychannelqueueencryptionvalidation/docs/cs185,Audit queue encryption monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS186,Unsecured Dev CI Job Notification Channel Queue Archive Retention,Archived queue messages retained indefinitely,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueArchiveRetention Program,CNCQAR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,No purge schedule for archived alerts,Storage and exposure risk,Enforce retention limits and automate purging,Purge outdated messages and notify team,Open,2025-10-01,Archive Logs,Retention Policy,https://cinotifychannelqueuearchiveretention/docs/cs186,Review archive retention monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS187,Unsecured Dev CI Job Notification Channel Queue Audit Trail Format,Audit logs lack standardization,Cybersecurity,Governance Risk,Technology,Engineering,CINotifyChannelQueueAuditFormat Program,CNCQAF-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Audit entries inconsistent and hard to parse,Delayed incident analysis,Standardize audit log format and validate entries,Update templates and notify team,Open,2025-10-01,Audit Logs,Audit Format Policy,https://cinotifychannelqueueauditformat/docs/cs187,Audit audit log formats monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS188,Unsecured Dev CI Job Notification Channel Queue Role Separation,No separation of duties in queue management,Cybersecurity,Identity & Access,Technology,Engineering,CINotifyChannelQueueRoleSeparation Program,CNCQRS-2025,Execution,Controlling,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Same user manages and approves queue alerts,No checks and balances,Implement role separation and approval workflows,Reassign roles and notify stakeholders,Open,2025-10-01,Access Logs,Role Separation Policy,https://cinotifychannelqueueroleseparation/docs/cs188,Audit role assignments monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS189,Unsecured Dev CI Job Notification Channel Queue Logging Retention,Logs retained beyond policy limits,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueLogRetention Program,CNCQLR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Old logs contain sensitive data,Storage and exposure risk,Enforce retention limits and purge schedule,Purge outdated logs and notify team,Open,2025-10-01,Log Files,Retention Policy,https://cinotifychannelqueuelogretention/docs/cs189,Review log retention monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS190,Unsecured Dev CI Job Notification Channel Queue Routing Validation,Routing logic lacks validation checks,Cybersecurity,Communication Security,Technology,Engineering,CINotifyChannelQueueRoutingValidation Program,CNCQRV-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Messages routed incorrectly due to logic errors,Missed incidents and confusion,Validate routing logic and configure fallback paths,Update routing rules and notify team,Open,2025-10-01,Routing Logs,Routing Validation Policy,https://cinotifychannelqueueroutingvalidation/docs/cs190,Audit routing logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS191,Unsecured Dev CI Job Notification Channel Queue Routing Escalation,Routing logic fails to escalate critical alerts,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueRoutingEscalation Program,CNCQRE-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Critical alerts misrouted and not escalated,Delayed resolution and confusion,Validate routing and escalation logic,Update routing matrix and notify team,Open,2025-10-01,Routing Logs,Escalation Routing Policy,https://cinotifychannelqueueroutingescalation/docs/cs191,Audit routing escalation monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS192,Unsecured Dev CI Job Notification Channel Queue Delivery Validation,Delivery success not validated,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueDeliveryValidation Program,CNCQDVP-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Alerts assumed delivered without confirmation,Missed incidents and false assurance,Implement delivery validation and alert tracking,Monitor delivery logs and notify team,Open,2025-10-01,Delivery Logs,Delivery Validation Policy,https://cinotifychannelqueuedeliveryvalidation/docs/cs192,Audit delivery validation monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS193,Unsecured Dev CI Job Notification Channel Queue Retry Validation,Retry logic not tested,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueRetryValidation Program,CNCQRVP-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Retries fail silently due to logic errors,Missed alerts and delayed response,Test retry logic and configure fallback paths,Update retry rules and notify team,Open,2025-10-01,Retry Logs,Retry Validation Policy,https://cinotifychannelqueueretryvalidation/docs/cs193,Audit retry logic monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS194,Unsecured Dev CI Job Notification Channel Queue Encryption Rotation,Encryption keys reused across queue messages,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelQueueEncryptionRotation Program,CNCQERP-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Same key used for all queue messages,Credential reuse and exposure risk,Rotate encryption keys and enforce TTL,Re-encrypt messages and notify team,Open,2025-10-01,Key Logs,Encryption Rotation Policy,https://cinotifychannelqueueencryptionrotation/docs/cs194,Audit key rotation monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS195,Unsecured Dev CI Job Notification Channel Queue Archive Encryption,Archived messages stored without encryption,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelQueueArchiveEncryption Program,CNCQAE-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Archived alerts readable in plaintext,Exposure of historical alert data,Encrypt archive storage and enforce access controls,Re-encrypt archives and notify team,Open,2025-10-01,Archive Logs,Archive Encryption Policy,https://cinotifychannelqueuearchiveencryption/docs/cs195,Audit archive encryption monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS196,Unsecured Dev CI Job Notification Channel Queue Audit Trail Retention,Audit logs retained beyond policy limits,Cybersecurity,Monitoring Failure,Technology,Engineering,CINotifyChannelQueueAuditRetention Program,CNCQAR-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Old audit logs contain sensitive data,Storage and exposure risk,Enforce retention limits and purge schedule,Purge outdated logs and notify team,Open,2025-10-01,Audit Logs,Retention Policy,https://cinotifychannelqueueauditretention/docs/cs196,Review audit retention monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS197,Unsecured Dev CI Job Notification Channel Queue Role Validation,Role assignments not validated,Cybersecurity,Identity & Access,Technology,Engineering,CINotifyChannelQueueRoleValidation Program,CNCQRVP-2025,Execution,Controlling,DevOps Lead,Engineering Team,2025-09-24,3,3,9,Incorrect roles assigned to queue managers,Privilege escalation and mismanagement,Validate role assignments and enforce RBAC,Reassign roles and notify team,Open,2025-10-01,Access Logs,Role Validation Policy,https://cinotifychannelqueuerolevalidation/docs/cs197,Audit role assignments monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS198,Unsecured Dev CI Job Notification Channel Queue Logging Encryption,Queue logs stored without encryption,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelQueueLogEncryption Program,CNCQLEP-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Logs readable in plaintext volumes,Exposure of sensitive alert history,Encrypt logging storage and enforce access controls,Re-encrypt logs and notify team,Open,2025-10-01,Log Files,Encryption Policy,https://cinotifychannelqueuelogencryption/docs/cs198,Audit log encryption monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS199,Unsecured Dev CI Job Notification Channel Queue Routing Encryption,Routing metadata stored without encryption,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelQueueRoutingEncryption Program,CNCQREP-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Routing paths exposed in plaintext,Exposure of internal architecture,Encrypt routing metadata and enforce access controls,Re-encrypt routing configs and notify team,Open,2025-10-01,Routing Logs,Routing Encryption Policy,https://cinotifychannelqueueroutingencryption/docs/cs199,Audit routing encryption monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"CS200,Unsecured Dev CI Job Notification Channel Queue Escalation Encryption,Escalation metadata stored without encryption,Cybersecurity,Data Protection,Technology,Engineering,CINotifyChannelQueueEscalationEncryption Program,CNCQEEP-2025,Execution,Monitoring,DevOps Lead,Engineering Team,2025-09-24,3,4,12,Escalation paths exposed in plaintext,Exposure of escalation logic and contacts,Encrypt escalation metadata and enforce access controls,Re-encrypt escalation configs and notify team,Open,2025-10-01,Escalation Logs,Escalation Encryption Policy,https://cinotifychannelqueueescalationencryption/docs/cs200,Audit escalation encryption monthly,Internal Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
