"Risk_ID,Risk_Title,Risk_Description,Risk_Category,Sub_Category,Sector,Department_Unit,Project_Name,Project_Code,Project_Phase,Process_Group,Risk_Owner,Stakeholder_Group,Date_Identified,Probability_Rating,Impact_Rating,Risk_Score,Qualitative_Notes,Quantitative_Notes,Mitigation_Strategy,Contingency_Plan,Risk_Status,Review_Date,Monitoring_Method,Control_Method,Documentation_Link,Lessons_Learned,Source_Type,Data_Quality_Flag,RMS_Step_Primary,RMS_Step_Identification,RMS_Step_Analysis_Qualitative,RMS_Step_Analysis_Quantitative,RMS_Step_Response_Planning,RMS_Step_Monitoring,RMS_Step_Controlling,RMS_Step_Documentation"
"SD172,Untracked UI Component Governance Feedback,Governance feedback not reviewed or actioned,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Issues persist due to ignored feedback,No feedback registry or review process,Log governance feedback and assign reviewers,Review registry quarterly,Open,2026-03-10,Governance Logs,Governance Feedback Policy,https://uiharmony/docs/sd172,Feedback must be actionable,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD173,Unverified API Gateway Routing Validation,Routing rules not tested or validated,Delivery Risk,Infrastructure Configuration,IT Software & Development,DevOps,RouteTrack Program,RTP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Requests misrouted or dropped,No routing validation or test coverage,Test routing rules and simulate traffic,Alert on misroutes and audit monthly,Open,2026-03-11,Routing Logs,Routing Validation Policy,https://routetrack/docs/sd173,Routing must be validated,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD174,Untracked UI Component Governance Ownership,Governance roles not assigned or tracked,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,No accountability for governance tasks,No ownership registry or role matrix,Assign governance owners and track responsibilities,Review matrix quarterly,Open,2026-03-12,Governance Logs,Governance Ownership Policy,https://uiharmony/docs/sd174,Ownership ensures accountability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD175,Unverified API Gateway Retry Monitoring,Retries not monitored or logged at gateway,Delivery Risk,Infrastructure Reliability,IT Software & Development,DevOps,RetryGuard Program,RGP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,Retry failures go undetected,No retry logs or alerting,Instrument retry logging and set alert thresholds,Review retry metrics weekly,Open,2026-03-13,Gateway Logs,Retry Monitoring Policy,https://retryguard/docs/sd175,Monitoring ensures retry reliability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD176,Untracked UI Component Governance Alerts,Governance alerts not configured or monitored,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Governance issues go unnoticed,No alerting rules or thresholds,Define alerting rules and monitor governance logs,Escalate issues and notify teams,Open,2026-03-14,Governance Logs,Governance Alert Policy,https://uiharmony/docs/sd176,Alerts ensure governance responsiveness,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD177,Unverified API Gateway Token Revocation,Revocation logic not enforced at gateway,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Stale tokens allow unauthorized access,No revocation enforcement or audit,Implement revocation logic and monitor gateway logs,Alert on stale token usage,Open,2026-03-15,Auth Logs,Token Revocation Policy,https://authtrack/docs/sd177,Revocation must be enforced,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD178,Untracked UI Component Governance Metrics,Governance metrics not defined or tracked,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,No visibility into governance performance,No KPIs or dashboards,Define governance KPIs and monitor monthly,Review metrics and optimize processes,Open,2026-03-16,Governance Logs,Governance Metrics Policy,https://uiharmony/docs/sd178,Metrics drive governance quality,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD179,Unverified API Gateway Header Enforcement,Headers not enforced consistently at gateway,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,HeaderGuard Program,HGP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Security headers missing or misconfigured,No enforcement logic or validation,Define required headers and enforce via gateway,Audit headers monthly,Open,2026-03-17,Gateway Logs,Header Enforcement Policy,https://headerguard/docs/sd179,Headers must be enforced,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD180,Untracked UI Component Governance Registry,Registry of governance activities not maintained,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Governance decisions lack traceability,No registry or audit trail,Create governance registry and log decisions,Review registry quarterly,Open,2026-03-18,Governance Logs,Governance Registry Policy,https://uiharmony/docs/sd180,Registry ensures governance continuity,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD181,Unverified API Gateway Token Logging,Token usage not logged at gateway level,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,No traceability for access events,No token logging or audit trail,Log token usage and correlate with access logs,Review logs monthly,Open,2026-03-19,Auth Logs,Token Logging Policy,https://authtrack/docs/sd181,Logging ensures traceability,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD182,Untracked UI Component Governance Review Cycle,Review cycle not defined or enforced,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Governance reviews skipped or delayed,No review calendar or cadence,Define review cycle and assign reviewers,Review governance quarterly,Open,2026-03-20,Governance Logs,Review Cycle Policy,https://uiharmony/docs/sd182,Review cycles ensure consistency,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD183,Unverified API Gateway Header Logging,Headers not logged or validated,Delivery Risk,Infrastructure Observability,IT Software & Development,DevOps,HeaderGuard Program,HGP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Header issues go undetected,No structured header logs,Log headers and validate against schema,Audit logs monthly,Open,2026-03-21,Gateway Logs,Header Logging Policy,https://headerguard/docs/sd183,Logging improves header reliability,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD184,Untracked UI Component Governance KPIs,KPIs not defined or monitored,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Governance lacks performance metrics,No KPI framework or dashboard,Define KPIs and monitor monthly,Review metrics and optimize governance,Open,2026-03-22,Governance Logs,Governance KPI Policy,https://uiharmony/docs/sd184,KPIs drive governance quality,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD185,Unverified API Gateway Token Expiry Alerts,Expiry alerts not configured or monitored,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Stale tokens remain active,No alerting on expiry events,Configure expiry alerts and monitor token lifecycle,Escalate expired token usage,Open,2026-03-23,Auth Logs,Expiry Alert Policy,https://authtrack/docs/sd185,Alerts ensure token hygiene,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD186,Untracked UI Component Governance Audit Trail,Audit trail not maintained for governance actions,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,No traceability for governance decisions,No audit trail or registry,Log governance actions and link to decisions,Review audit trail quarterly,Open,2026-03-24,Governance Logs,Governance Audit Policy,https://uiharmony/docs/sd186,Audit trail ensures accountability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD187,Unverified API Gateway Token Scope Alerts,Scope violations not alerted or tracked,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Over-permissioned access goes unnoticed,No alerting on scope violations,Configure scope alerts and monitor usage patterns,Escalate violations to security team,Open,2026-03-25,Auth Logs,Scope Alert Policy,https://authtrack/docs/sd187,Alerts protect access boundaries,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD188,Untracked UI Component Governance Feedback Registry,Feedback registry not maintained or reviewed,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Monitoring,Frontend Lead,Design & QA,2025-09-24,3,3,9,Feedback ignored or lost,No registry or review process,Create feedback registry and assign reviewers,Review registry quarterly,Open,2026-03-26,Governance Logs,Feedback Registry Policy,https://uiharmony/docs/sd188,Registry ensures responsiveness,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD189,Unverified API Gateway Retry Audit Trail,Retry actions not logged or reviewed,Delivery Risk,Infrastructure Reliability,IT Software & Development,DevOps,RetryGuard Program,RGP-2025,Execution,Monitoring,DevOps Lead,Security & Support,2025-09-24,3,4,12,No traceability for retry behavior,No audit trail or registry,Log retry actions and correlate with failures,Review audit trail monthly,Open,2026-03-27,Gateway Logs,Retry Audit Policy,https://retryguard/docs/sd189,Audit trail improves reliability,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD190,Untracked UI Component Governance Decision Log,Decisions not documented or linked to actions,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Governance lacks transparency and continuity,No decision log or linkage,Create decision log and link to governance actions,Review log quarterly,Open,2026-03-28,Governance Logs,Decision Log Policy,https://uiharmony/docs/sd190,Decisions must be documented,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD191,Unverified API Gateway Token Expiry Registry,Registry of token expiry events not maintained,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,No visibility into token lifecycle,No expiry registry or review,Create expiry registry and monitor token status,Review registry monthly,Open,2026-03-29,Auth Logs,Expiry Registry Policy,https://authtrack/docs/sd191,Registry ensures lifecycle visibility,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD192,Untracked UI Component Governance Role Registry,Roles not tracked or updated,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,No accountability for governance tasks,No role registry or update process,Create role registry and review quarterly,Notify teams of role changes,Open,2026-03-30,Governance Logs,Role Registry Policy,https://uiharmony/docs/sd192,Roles must be tracked,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD193,Unverified API Gateway Token Expiry Simulation,Expiry behavior not tested under load,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Tokens fail silently or persist,No simulation or fallback logic,Simulate expiry scenarios and validate behavior,Alert on anomalies and block invalid tokens,Open,2026-03-31,Auth Logs,Expiry Simulation Policy,https://authtrack/docs/sd193,Simulation ensures expiry reliability,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD194,Untracked UI Component Governance Role Transition,Role transitions not documented or reviewed,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Loss of continuity and accountability,No transition log or review process,Log role transitions and notify stakeholders,Review transitions quarterly,Open,2026-04-01,Governance Logs,Role Transition Policy,https://uiharmony/docs/sd194,Transitions must be documented,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,"
"SD195,Unverified API Gateway Token Expiry Testing,Expiry behavior not tested across environments,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Tokens behave inconsistently post-expiry,No cross-environment testing,Simulate expiry in staging and production,Log anomalies and notify teams,Open,2026-04-02,Auth Logs,Expiry Testing Policy,https://authtrack/docs/sd195,Expiry must be tested in all environments,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD196,Untracked UI Component Governance Transition Log,Transitions between governance roles not logged,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Loss of continuity and unclear ownership,No transition documentation,Create transition log and review quarterly,Notify stakeholders of changes,Open,2026-04-03,Governance Logs,Transition Log Policy,https://uiharmony/docs/sd196,Transitions must be traceable,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD197,Unverified API Gateway Token Expiry Rollback,Rollback logic not defined for expiry failures,Delivery Risk,Infrastructure Security,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Controlling,Security Lead,Backend & DevOps,2025-09-24,4,4,16,Failed expiry leads to access issues,No rollback strategy or fallback,Define rollback steps and test in staging,Include rollback in release checklist,Open,2026-04-04,Auth Logs,Expiry Rollback Policy,https://authtrack/docs/sd197,Rollback readiness reduces downtime,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD198,Untracked UI Component Governance Role Expiry,Governance roles lack expiry or review dates,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Roles persist beyond relevance,No expiry or rotation policy,Define expiry dates and enforce role rotation,Review roles quarterly,Open,2026-04-05,Governance Logs,Role Expiry Policy,https://uiharmony/docs/sd198,Roles must be refreshed regularly,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
"SD199,Unverified API Gateway Token Expiry Metrics,No metrics on token expiry behavior,Delivery Risk,Infrastructure Observability,IT Software & Development,DevOps,AuthTrack Program,ATP-2025,Execution,Monitoring,Security Lead,Backend & DevOps,2025-09-24,4,4,16,No insight into expiry patterns or failures,No metrics or dashboards,Track expiry events and correlate with access logs,Review metrics monthly,Open,2026-04-06,Auth Logs,Expiry Metrics Policy,https://authtrack/docs/sd199,Metrics improve expiry reliability,External Audit,Verified,Identification,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"SD200,Untracked UI Component Governance Closure,Governance activities lack closure documentation,Delivery Risk,Frontend Governance,IT Software & Development,Engineering,UIHarmony Program,UIH-2025,Execution,Controlling,Frontend Lead,Design & QA,2025-09-24,3,3,9,Decisions remain open or unresolved,No closure log or review process,Document closure actions and link to decisions,Review closure status quarterly,Open,2026-04-07,Governance Logs,Closure Policy,https://uiharmony/docs/sd200,Closure ensures governance completeness,Internal Audit,Verified,Identification,Yes,Yes,Yes,No,No,Yes,No"
